settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow
2024-01-05,42,34214,35476,31247,1057,6488,0,16734,0,9,359,2000,-4,616,-451,-198,1019,981,859,338
2024-01-05,43,32909,34089,30014,1039,6488,0,16734,0,10,434,1996,-4,902,-450,-116,799,1243,952,338
2024-01-05,44,31446,32741,28708,1021,6488,0,16734,0,6,683,1996,-4,915,-450,-235,790,1246,959,336
2024-01-05,45,29858,31138,27273,1014,6488,0,16734,0,6,587,1958,-4,689,-450,-220,835,872,960,183
2024-01-05,46,28379,29767,25929,1007,6488,0,16734,0,6,486,1957,-4,681,-450,-328,836,855,962,184
2024-01-05,47,27017,28473,24635,995,6488,0,16734,0,6,492,1997,-4,990,-428,-418,994,1229,994,745
2024-01-05,48,25925,27179,23643,982,6488,0,16734,0,4,595,1999,-4,1003,-344,-302,999,1283,996,786
2024-01-06,1,25543,26532,23364,970,6488,0,16734,0,2,910,1999,-4,1003,-233,-150,999,1386,997,785
2024-01-06,2,25869,26605,23736,957,6488,0,16734,0,2,1041,1999,-4,1003,-112,-18,999,1399,996,786
2024-01-06,3,25517,26337,23433,947,6488,0,16734,0,2,882,1975,-4,1003,-214,0,999,1399,996,786
2024-01-06,4,24882,25834,22838,937,6488,0,16734,0,22,790,1974,-4,1003,-279,-47,999,1399,996,786
2024-01-06,5,24197,25825,22198,928,6488,0,16734,0,725,901,1998,-4,953,-260,-39,999,1399,996,785
2024-01-06,6,23685,25671,21749,918,6488,0,16734,0,1113,892,1999,-4,953,-260,-9,999,1399,996,786
2024-01-06,7,23400,25487,21451,939,6488,0,16734,0,1156,916,1956,-4,912,-260,-67,999,1399,996,786
2024-01-06,8,22820,24915,20893,960,6488,0,16734,0,1160,1007,1955,-4,888,-260,-71,999,1399,996,786
2024-01-06,9,22479,24534,20592,960,6488,0,16734,0,1158,1013,1998,-4,507,-260,-33,999,1399,996,785
2024-01-06,10,22311,24456,20445,960,6488,0,16734,0,1149,1058,1995,-4,507,-260,-132,999,1372,996,783
2024-01-06,11,22448,24174,20563,954,6488,0,16734,0,835,1015,1726,-4,492,-260,-27,956,1036,997,664
2024-01-06,12,22661,24201,20772,947,6488,0,16734,0,618,1010,1715,-4,491,-281,-37,954,999,997,650
2024-01-06,13,23815,24891,21811,918,6488,0,16734,0,133,1172,1860,-4,455,-339,0,913,1059,996,599
2024-01-06,14,24692,25739,22599,889,6488,0,16734,0,7,1224,1858,-4,453,-430,-6,911,1036,995,583
2024-01-06,15,25876,26937,23677,884,6488,0,16734,0,7,1438,1501,-4,373,-450,0,809,663,935,124
2024-01-06,16,26975,28087,24676,878,6488,0,16734,0,7,1611,1481,-4,361,-450,-51,805,622,930,87
2024-01-06,17,28475,30070,26059,878,6488,1,16734,0,5,1718,1636,-4,-381,-435,-170,623,693,892,0
2024-01-06,18,29642,31250,27129,878,6488,155,16734,0,6,1575,1636,-4,-430,-338,-230,616,731,892,1
2024-01-06,19,30820,32608,28156,888,6488,803,16734,0,6,1313,1418,-4,-392,-428,-358,746,1103,991,137
2024-01-06,20,31278,33022,28492,898,6488,1697,16734,0,6,1147,1404,-4,-390,-431,-313,751,1166,998,144
2024-01-06,21,31296,32999,28447,891,6488,2661,16734,0,6,1057,1328,-4,-214,-450,-429,674,1372,998,144
2024-01-06,22,31006,32733,28124,883,6488,3302,16734,0,6,1000,993,-4,-199,-450,-468,671,1398,997,142
2024-01-06,23,30992,32575,28050,890,6488,3518,16734,0,8,685,995,-4,289,-450,-521,484,1398,998,12
2024-01-06,24,31102,32659,28096,897,6488,3811,16734,0,10,663,967,-4,320,-450,-493,477,1382,998,4
2024-01-06,25,31187,32777,28175,905,6488,3719,16734,0,5,784,674,-4,446,-450,-531,558,1183,998,136
2024-01-06,26,31220,32817,28216,912,6488,3511,16734,0,12,575,1499,-4,454,-450,-531,560,1164,997,143
2024-01-06,27,31657,33250,28668,904,6488,3100,16734,0,8,630,1499,-4,511,-450,-531,713,1226,997,8
2024-01-06,28,31959,33554,28991,895,6488,2378,16734,0,10,589,1499,-4,513,-450,-531,719,1205,997,0
2024-01-06,29,32000,33656,29002,877,6488,1952,16734,0,10,566,1498,-4,394,-450,-531,960,854,996,-61
2024-01-06,30,32359,34026,29365,859,6488,1391,16734,0,16,698,1499,-4,392,-450,-531,969,819,996,-66
2024-01-06,31,33011,34589,29967,879,6488,605,16734,0,16,573,1499,-4,504,-450,-508,949,935,998,0
2024-01-06,32,33938,35512,30845,898,6488,102,16734,0,12,774,1499,-4,511,-443,-515,948,979,997,20
2024-01-06,33,35685,37280,32392,914,6488,0,16734,0,10,475,1498,-4,939,-450,-531,992,1352,997,624
2024-01-06,34,37175,38769,33810,930,6488,0,16734,0,9,724,1499,-4,959,-450,-531,994,1399,997,666
2024-01-06,35,38215,39806,34691,940,6488,0,16734,0,6,816,1498,-4,956,-450,-531,1018,1399,997,775
2024-01-06,36,38526,40115,35008,950,6488,0,16734,0,4,972,1499,-4,958,-450,-531,1019,1399,998,784
2024-01-06,37,38188,39778,34724,945,6488,0,16734,0,5,929,1499,-4,958,-450,-531,980,1399,998,741
2024-01-06,38,37321,38915,33862,939,6488,0,16734,0,9,501,1499,-4,957,-450,-531,979,1399,997,734
2024-01-06,39,36264,37861,32895,927,6488,0,16734,0,12,252,1495,-4,991,-450,-531,1018,1399,997,625
2024-01-06,40,35425,37024,32206,914,6488,0,16734,0,14,265,1487,-4,994,-450,-531,1019,1375,997,613
2024-01-06,41,34511,36104,31372,910,6488,0,16734,0,8,332,1487,-4,921,-450,-531,1019,1085,997,439
2024-01-06,42,33295,34868,30282,905,6488,0,16734,0,6,427,1498,-4,916,-432,-531,1019,1055,995,426
2024-01-06,43,31761,33175,28902,893,6488,0,16734,0,5,471,1499,-4,574,-319,-486,1000,1140,907,458
2024-01-06,44,30578,32101,27812,880,6488,0,16734,0,2,427,1499,-4,560,-403,-514,999,1121,897,459
2024-01-06,45,29526,30988,26825,874,6488,0,16734,0,2,283,1499,-4,691,-438,-418,904,748,747,250
2024-01-06,46,28281,29831,25618,868,6488,0,16734,0,2,298,1498,-4,696,-436,-508,900,718,743,243
2024-01-06,47,26801,28387,24311,832,6488,0,16734,0,2,216,1498,-4,839,-449,-531,921,924,968,597
2024-01-06,48,25758,27343,23310,795,6488,0,16734,0,2,-80,1498,-4,849,-450,-529,921,978,982,621
2024-01-07,1,25833,27420,23457,785,6488,0,16734,0,2,-278,1498,-4,982,-450,-531,997,1352,995,577
2024-01-07,2,26162,27864,23835,775,6488,0,16734,0,132,-579,1498,-4,988,-450,-516,999,1399,997,574
2024-01-07,3,25654,27689,23385,783,6488,0,16734,0,562,-606,1498,-4,1003,-450,-419,952,1399,996,704
2024-01-07,4,24945,27338,22749,791,6488,0,16734,0,831,-595,1498,-4,1003,-450,-508,950,1396,996,716
2024-01-07,5,24404,26843,22246,790,6488,0,16734,0,854,-635,1498,-4,882,-450,-531,926,1360,997,694
2024-01-07,6,24148,26589,21972,789,6488,0,16734,0,856,-597,1498,-4,881,-450,-531,925,1334,996,690
2024-01-07,7,23565,26322,21392,828,6488,0,16734,0,1172,-530,1498,-4,702,-450,-531,877,1060,996,669
2024-01-07,8,23124,25893,20944,866,6488,0,16734,0,1184,-695,1498,-4,695,-450,-531,875,1015,996,669
2024-01-07,9,22808,25862,20615,874,6488,0,16734,0,1469,-679,1498,-4,865,-450,-531,947,878,997,756
2024-01-07,10,22525,25591,20321,881,6488,0,16734,0,1481,-760,1498,-4,871,-450,-531,949,861,996,758
2024-01-07,11,22764,25630,20489,881,6488,0,16734,0,1281,-762,1498,-4,817,-450,-531,938,857,996,520
2024-01-07,12,22759,25568,20493,880,6488,0,16734,0,1224,-538,1498,-4,816,-450,-531,937,850,996,500
2024-01-07,13,23540,26206,21253,844,6488,0,16734,0,1151,-362,1498,-4,887,-450,-461,937,762,996,435
2024-01-07,14,24153,26722,21843,808,6488,0,16734,0,1055,-309,1498,-4,890,-450,-460,937,721,994,423
2024-01-07,15,25018,26849,22606,800,6488,0,16734,0,348,186,1499,-4,779,-450,-429,738,348,932,160
2024-01-07,16,25810,27303,23330,791,6488,0,16734,0,174,310,1499,-4,771,-434,-281,732,309,930,147
2024-01-07,17,27411,28764,24795,780,6488,1,16734,0,10,26,1497,-4,721,-441,-298,950,402,992,388
2024-01-07,18,28673,29911,25966,768,6488,124,16734,0,7,-11,1498,-4,720,-360,-267,958,419,996,410
2024-01-07,19,29973,31416,27137,774,6488,703,16734,0,7,-211,1497,-4,949,-441,-391,998,490,997,582
2024-01-07,20,30830,32288,27893,779,6488,1370,16734,0,7,-257,1498,-4,957,-450,-397,999,529,997,597
2024-01-07,21,31644,33217,28573,784,6488,2133,16734,0,7,-162,1498,-4,822,-450,-512,999,902,997,661
2024-01-07,22,31876,33468,28736,789,6488,2537,16734,0,7,-370,1497,-4,817,-450,-531,999,978,997,669
2024-01-07,23,32237,33829,29013,795,6488,2995,16734,0,7,-533,1497,-4,915,-450,-531,931,1351,997,736
2024-01-07,24,32565,34157,29277,801,6488,3114,16734,0,7,-654,1497,-4,921,-450,-531,928,1399,997,741
2024-01-07,25,33096,34691,29745,802,6488,3130,16734,0,10,-690,1497,-4,1000,-450,-531,997,1399,997,782
2024-01-07,26,33529,35124,30137,802,6488,2757,16734,0,10,-405,1471,-4,1004,-450,-531,999,1398,997,786
2024-01-07,27,33617,35211,30271,797,6488,2309,16734,0,9,-196,481,-4,1003,-450,-531,999,1399,998,786
2024-01-07,28,33665,35258,30328,791,6488,1924,16734,0,8,-115,566,-4,1003,-450,-531,999,1376,998,783
2024-01-07,29,34205,35800,30887,765,6488,1494,16734,0,10,-170,1946,-4,983,-450,-531,999,1098,996,630
2024-01-07,30,35053,36648,31674,738,6488,1051,16734,0,10,-188,1999,-4,982,-450,-531,999,1069,997,609
2024-01-07,31,35839,37435,32397,727,6488,409,16734,0,11,-330,1999,-4,1003,-450,-531,999,1128,996,261
2024-01-07,32,36726,38328,33225,715,6488,77,16734,0,17,-356,1999,-4,1002,-450,-531,999,1153,997,239
2024-01-07,33,38233,39833,34526,719,6488,0,16734,0,14,-592,1999,-4,1003,-451,-531,876,1370,997,437
2024-01-07,34,40090,41686,36231,723,6488,0,16734,0,9,-230,1999,-4,1003,-452,-531,871,1397,997,459
2024-01-07,35,41102,42699,37187,733,6488,0,16734,0,10,-173,1999,-4,1003,-452,-531,1014,1398,997,754
2024-01-07,36,41154,42751,37217,742,6488,0,16734,0,10,-131,1999,-4,1003,-452,-531,1019,1398,997,775
2024-01-07,37,40475,42073,36694,744,6488,0,16734,0,11,22,1998,-4,1004,-452,-531,1019,1397,997,783
2024-01-07,38,39806,41405,36076,745,6488,0,16734,0,13,-439,1998,-4,1003,-451,-531,1019,1397,997,786
2024-01-07,39,38676,40274,35034,737,6488,0,16734,0,11,-730,1998,-4,1003,-452,-531,1018,1398,997,773
2024-01-07,40,37315,38908,33828,728,6488,0,16734,0,7,-626,1998,-4,1004,-451,-531,1018,1391,997,763
2024-01-07,41,36166,37759,32732,731,6488,0,16734,0,7,-563,1998,-4,1003,-451,-531,1019,1302,997,763
2024-01-07,42,34837,36402,31551,733,6488,0,16734,0,7,-410,1998,-4,1003,-451,-503,1019,1262,995,759
2024-01-07,43,33126,34553,29978,733,6488,0,16734,0,3,-310,1951,-4,740,-443,-377,819,890,936,585
2024-01-07,44,31720,33178,28718,732,6488,0,16734,0,2,-213,1946,-4,729,-450,-402,812,814,928,572
2024-01-07,45,30206,31558,27303,741,6488,0,16734,0,2,-131,1795,-4,821,-451,-295,872,440,771,528
2024-01-07,46,28416,29846,25674,749,6488,0,16734,0,2,1,1791,-4,825,-451,-373,874,423,767,528
2024-01-07,47,26741,28132,24150,757,6488,0,16734,0,2,-29,1905,-4,872,-406,-379,995,797,967,681
2024-01-07,48,25843,27115,23360,765,6488,0,16737,0,48,145,1916,-4,876,-360,-260,999,873,979,693
2024-01-08,1,25765,27690,23345,770,6488,0,16737,0,615,214,1975,-4,1002,-371,-335,977,1246,970,735
2024-01-08,2,26291,28227,23869,775,6488,0,16737,0,711,217,1976,-4,1003,-371,-250,976,1299,968,739
2024-01-08,3,25999,28246,23619,782,6488,0,16737,0,968,314,1929,-4,1003,-371,-304,998,1388,911,719
2024-01-08,4,25375,27708,23034,789,6488,0,16737,0,1165,248,1928,-4,1003,-371,-193,999,1398,907,715
2024-01-08,5,24984,27616,22700,811,6488,0,16737,0,1479,73,1995,-4,1002,-371,-178,999,1393,958,716
2024-01-08,6,24791,27483,22497,832,6488,0,16737,0,1481,50,1998,-4,1003,-371,-236,999,1364,960,715
2024-01-08,7,24507,27053,22138,875,6488,0,16737,0,1463,-216,1987,-4,1004,-371,-108,999,1005,905,716
2024-01-08,8,24327,26911,21936,917,6488,0,16737,0,1461,-206,1975,-4,1001,-371,-148,999,931,900,708
2024-01-08,9,24109,26526,21744,956,6488,0,16737,0,1440,78,1488,-4,640,-315,-58,945,557,859,400
2024-01-08,10,24099,26322,21759,995,6488,0,16737,0,1305,215,1376,-4,581,-193,-121,919,504,842,369
2024-01-08,11,24475,25547,22150,1031,6488,0,16737,0,302,687,18,-4,-96,-46,-24,32,423,329,24
2024-01-08,12,25698,26646,23242,1067,6488,0,16737,0,7,531,-172,-4,-104,-28,0,-28,384,290,-5
2024-01-08,13,28529,31484,25860,1086,6488,0,16737,0,8,644,-982,-4,-630,37,56,-438,7,67,-293
2024-01-08,14,31599,34798,28655,1105,6488,0,16737,0,7,303,-1037,-4,-718,-28,11,-455,-38,42,-312
2024-01-08,15,34909,37932,31683,1143,6488,0,16737,0,7,235,-880,-4,-287,-169,-52,-399,-9,-369,-247
2024-01-08,16,36704,39715,33332,1180,6488,0,16737,0,6,96,-852,-4,-226,-294,-9,-397,25,-388,-235
2024-01-08,17,38617,40200,35031,1219,6488,0,16737,0,7,-214,-150,-4,95,-428,-49,-205,400,-125,-15
2024-01-08,18,39385,40816,35715,1258,6488,59,16737,0,6,-184,-80,-4,102,-412,-47,-186,435,-96,0
2024-01-08,19,40581,41831,36855,1335,6488,322,16737,0,8,-357,678,-4,332,-450,-188,501,294,329,0
2024-01-08,20,41047,42321,37247,1411,6488,744,16737,0,8,-579,736,-4,353,-451,-211,537,258,352,0
2024-01-08,21,40859,42171,37072,1512,6488,966,16737,0,8,-517,329,-4,355,-451,-249,316,25,198,0
2024-01-08,22,41015,42327,37202,1612,6488,1123,16737,0,8,-505,299,-4,355,-451,-246,306,-3,188,0
2024-01-08,23,41092,42530,37208,1707,6488,1203,16737,0,7,-528,297,-4,683,-451,-347,-29,8,240,0
2024-01-08,24,41342,42828,37467,1801,6488,1104,16737,0,8,-605,314,-4,719,-451,-376,-43,8,237,-4
2024-01-08,25,41508,43194,37610,1840,6488,1211,16737,0,8,-865,873,-4,992,-451,-297,-231,-3,31,-92
2024-01-08,26,41652,43324,37728,1879,6488,1123,16737,0,7,-859,904,-4,1004,-451,-273,-235,-5,19,-97
2024-01-08,27,41996,43347,38094,1855,6488,912,16737,0,7,-793,591,-4,1004,-450,-122,136,-5,19,-163
2024-01-08,28,41783,43063,37907,1831,6488,890,16737,0,7,-782,507,-4,1003,-450,-64,150,-5,15,-150
2024-01-08,29,41501,43398,37734,1783,6488,566,16737,0,7,-504,-776,-4,1004,-428,-1,-52,-5,-24,581
2024-01-08,30,41468,43541,37720,1734,6488,272,16737,0,8,-363,-924,-4,1003,-422,-29,-60,13,-26,614
2024-01-08,31,41318,43648,37571,1714,6488,107,16737,0,10,18,-995,-4,1003,-286,12,-315,223,-27,-93
2024-01-08,32,42207,44634,38414,1693,6488,22,16737,0,13,328,-978,-4,1004,-327,0,-324,254,-30,-151
2024-01-08,33,43397,45190,39534,1737,6488,0,16737,0,10,333,-129,-4,855,-432,-59,-75,304,-114,-370
2024-01-08,34,43764,45482,39818,1780,6488,0,16737,0,6,269,-97,-4,844,-357,-80,-66,312,-123,-385
2024-01-08,35,43272,45850,39280,1819,6488,0,16737,0,6,444,-691,-4,851,-441,-218,121,333,-276,-342
2024-01-08,36,43517,46261,39563,1858,6488,0,16737,0,6,798,-750,-4,852,-450,-330,128,318,-282,-322
2024-01-08,37,43146,45736,39326,1879,6488,0,16737,0,4,841,-1186,-4,998,-450,-226,317,101,-120,228
2024-01-08,38,42869,45482,39090,1899,6488,0,16737,0,6,637,-1196,-4,1003,-450,-241,324,69,-116,273
2024-01-08,39,42138,43926,38498,1912,6488,0,16737,0,12,435,-319,-4,927,-412,-141,193,4,-300,579
2024-01-08,40,40852,42740,37400,1925,6488,0,16737,0,16,461,-277,-4,924,-450,-225,186,-5,-311,600
2024-01-08,41,39341,41778,35946,1919,6488,0,16737,0,12,444,-693,-4,779,-450,-195,-237,-5,-241,578
2024-01-08,42,37535,39870,34319,1912,6488,0,16737,0,11,645,-726,-4,773,-450,-52,-254,24,-238,566
2024-01-08,43,35807,38113,32781,1899,6488,0,16737,0,8,837,-812,-4,795,-450,0,-140,369,-292,207
2024-01-08,44,33972,36352,31016,1886,6488,0,16737,0,8,884,-859,-4,795,-450,-24,-138,384,-297,179
2024-01-08,45,31606,35644,28865,1867,6488,0,16737,0,8,1086,-1961,-4,512,-450,-136,-525,39,-354,17
2024-01-08,46,29710,33819,27083,1847,6488,0,16737,0,11,847,-2035,-4,475,-450,-90,-540,-5,-370,-4
2024-01-08,47,27858,32756,25399,1904,6488,0,16737,0,319,885,-1665,-4,-183,-450,-15,-499,-6,-774,-383
2024-01-08,48,26696,31765,24292,1961,6488,0,16740,0,487,898,-1647,-4,-198,-415,0,-498,-6,-799,-415
2024-01-09,1,26515,31853,24152,1942,6488,0,16740,0,613,902,-1846,-4,-157,-393,0,-418,-7,-775,-525
2024-01-09,2,26953,32249,24604,1922,6488,0,16740,0,614,1053,-1855,-4,-167,-332,0,-415,-6,-771,-532
2024-01-09,3,26522,31778,24190,1913,6488,0,16740,0,608,901,-1665,-4,-493,-315,-61,-306,-6,-644,-554
2024-01-09,4,25954,31156,23623,1904,6488,0,16740,0,611,811,-1645,-4,-504,-315,-34,-302,-6,-627,-554
2024-01-09,5,25617,30730,23290,1889,6488,0,16740,0,785,826,-1308,-4,-784,-315,-156,-264,-7,-336,-554
2024-01-09,6,25276,30409,22951,1873,6488,0,16740,0,864,798,-1285,-4,-785,-315,-123,-263,-20,-318,-556
2024-01-09,7,24988,30124,22654,1892,6488,0,16740,0,858,825,-1242,-4,-662,-315,-8,-321,-183,-365,-578
2024-01-09,8,24636,29907,22324,1911,6488,0,16740,0,859,757,-1258,-4,-669,-315,-48,-327,-233,-376,-582
2024-01-09,9,24272,31526,22062,1924,6488,0,16740,0,677,929,-1843,-4,-1005,-315,-3,-838,-614,-643,-712
2024-01-09,10,24279,31610,22103,1937,6488,0,16740,0,560,1131,-1887,-4,-1003,-315,-18,-861,-692,-669,-722
2024-01-09,11,24801,32454,22644,1974,6488,0,16740,0,429,1253,-2042,-4,-524,-286,0,-915,-1079,-988,-786
2024-01-09,12,26105,33383,23760,2010,6488,0,16740,0,71,1101,-2049,-4,-500,-147,-41,-917,-1149,-1008,-792
2024-01-09,13,29024,36263,26536,2038,6488,0,16740,0,19,1435,-1979,-4,-449,3,55,-971,-1417,-1008,-792
2024-01-09,14,32000,39218,29278,2065,6488,0,16740,0,61,1759,-1963,-4,-430,145,11,-973,-1420,-992,-775
2024-01-09,15,35454,40172,32406,2087,6488,0,16740,0,13,1855,-1558,-4,207,82,0,-1019,-1027,-445,-52
2024-01-09,16,37210,41818,34027,2109,6488,0,16740,0,100,2028,-1530,-4,232,-21,0,-1003,-948,-401,-1
2024-01-09,17,38870,42226,35467,2148,6488,8,16740,0,13,1498,-1504,-4,727,-157,-50,-207,-561,-102,-158
2024-01-09,18,39459,42775,36077,2187,6488,256,16740,0,9,1491,-1501,-4,751,-275,-22,-160,-483,-90,-172
2024-01-09,19,40161,43380,36748,2279,6488,949,16740,0,8,1135,-1343,-4,921,-416,-127,233,-105,-338,-278
2024-01-09,20,39919,43143,36438,2371,6488,1936,16740,0,8,974,-1336,-4,935,-450,-108,248,-77,-356,-285
2024-01-09,21,39223,42795,35735,2452,6488,2891,16740,0,8,971,-1427,-4,1003,-450,-154,247,-319,-457,-153
2024-01-09,22,38510,42041,35014,2532,6488,3724,16740,0,8,832,-1443,-4,1003,-450,-67,247,-349,-457,-153
2024-01-09,23,38097,42213,34550,2591,6488,4254,16740,0,7,553,-1798,-4,1003,-450,-107,273,-353,-265,-532
2024-01-09,24,37635,41816,34089,2649,6488,4682,16740,0,7,490,-1814,-4,1002,-450,-136,275,-357,-255,-558
2024-01-09,25,37556,41673,34046,2642,6488,5003,16740,0,7,362,-1605,-4,1003,-450,-145,105,-405,-365,-536
2024-01-09,26,37248,41275,33769,2635,6488,5013,16740,0,7,495,-1589,-4,1003,-428,-65,99,-415,-381,-538
2024-01-09,27,37172,41563,33726,2549,6488,4728,16740,0,5,559,-1582,-4,1003,-300,0,4,-453,-668,-779
2024-01-09,28,37329,41688,33867,2462,6488,4177,16740,0,3,454,-1583,-4,1002,-257,0,0,-429,-686,-797
2024-01-09,29,37839,41906,34392,2360,6488,3398,16740,0,7,519,-1661,-4,928,-245,0,-41,-52,-660,-797
2024-01-09,30,38168,42326,34688,2258,6488,2390,16740,0,16,380,-1665,-4,926,-366,0,-43,-5,-662,-797
2024-01-09,31,38927,43240,35412,2213,6488,1143,16740,0,11,164,-1630,-4,1003,-450,-18,45,-5,-798,-797
2024-01-09,32,40422,44654,36806,2167,6488,227,16740,0,7,317,-1609,-4,1002,-415,-2,49,-5,-796,-794
2024-01-09,33,41102,44222,37322,2169,6488,2,16740,0,9,355,-891,-4,817,-450,-101,2,-5,-441,-619
2024-01-09,34,42388,45564,38514,2171,6488,0,16740,0,6,464,-849,-4,814,-450,-241,1,-5,-419,-602
2024-01-09,35,43114,46402,39051,2178,6488,0,16740,0,6,374,-955,-4,991,-450,-393,275,-5,-402,-473
2024-01-09,36,43561,46854,39502,2185,6488,0,16740,0,6,211,-972,-4,1004,-450,-393,286,-5,-400,-463
2024-01-09,37,43213,46718,39288,2173,6488,0,16740,0,6,128,-1332,-4,976,-450,-242,414,-5,-383,-483
2024-01-09,38,42743,46099,38908,2160,6488,0,16740,0,6,266,-1346,-4,974,-436,-91,419,-5,-383,-485
2024-01-09,39,42441,45146,38744,2119,6488,0,16740,0,10,725,-976,-4,1004,-339,-1,626,-5,-393,-377
2024-01-09,40,41221,44009,37660,2077,6488,0,16740,0,18,716,-968,-4,1003,-419,0,626,-5,-397,-377
2024-01-09,41,39863,43592,36297,2050,6488,0,16740,0,12,679,-1524,-4,987,-327,0,30,-5,-483,-774
2024-01-09,42,38347,42084,34893,2022,6488,0,16740,0,12,751,-1565,-4,986,-232,-10,-10,-5,-496,-803
2024-01-09,43,36463,41192,33178,1984,6488,0,16740,0,12,919,-1836,-4,594,-82,0,-656,-6,-730,-803
2024-01-09,44,34378,39082,31313,1945,6488,0,16740,0,12,1144,-1846,-4,554,4,0,-688,-7,-744,-803
2024-01-09,45,32265,36914,29301,1917,6488,0,16740,0,11,1424,-1684,-4,105,103,0,-822,-6,-719,-803
2024-01-09,46,29876,34607,27118,1889,6488,0,16740,0,61,1613,-1684,-4,103,109,0,-827,-36,-716,-803
2024-01-09,47,28156,34838,25662,1905,6488,0,16740,0,561,1510,-1918,-4,-621,40,-63,-1005,-412,-695,-803
2024-01-09,48,26668,33982,24272,1921,6488,0,16746,0,742,1092,-1936,-4,-744,-110,-197,-1011,-472,-695,-803
2024-01-10,1,26359,34116,24057,1891,6488,0,16746,0,898,1034,-1880,-4,-857,-249,-111,-968,-640,-747,-803
2024-01-10,2,27118,34800,24862,1861,6488,0,16746,0,892,1211,-1875,-4,-859,-275,-4,-966,-654,-750,-803
2024-01-10,3,26983,34596,24743,1813,6488,0,16746,0,899,1479,-1797,-4,-1014,-275,0,-966,-566,-710,-782
2024-01-10,4,26350,34174,24206,1764,6488,0,16746,0,1143,1648,-1790,-4,-1015,-275,0,-966,-549,-703,-779
2024-01-10,5,26028,33465,23948,1740,6488,0,16746,0,1141,1623,-1616,-4,-1016,-275,0,-957,-463,-586,-779
2024-01-10,6,25880,33297,23697,1715,6488,0,16746,0,1143,1313,-1607,-4,-1016,-274,0,-956,-455,-583,-779
2024-01-10,7,25222,32859,23024,1698,6488,0,16746,0,1128,1271,-1679,-4,-1016,-220,0,-956,-493,-762,-779
2024-01-10,8,25112,32851,22870,1681,6488,0,16746,0,1082,1306,-1688,-4,-1015,-309,0,-956,-526,-780,-779
2024-01-10,9,24997,33162,22767,1677,6488,0,16746,0,900,1411,-1985,-4,-779,-224,0,-1009,-894,-991,-779
2024-01-10,10,24834,32771,22630,1673,6488,0,16746,0,564,1309,-2003,-4,-762,-197,-40,-1011,-971,-1006,-779
2024-01-10,11,25499,32994,23241,1680,6488,0,16746,0,406,1453,-2051,-4,-187,-56,-1,-1021,-1364,-1007,-798
2024-01-10,12,26741,33777,24404,1686,6488,0,16746,0,39,1490,-2054,-4,-149,67,29,-1018,-1383,-994,-795
2024-01-11,46,29965,34420,26991,1099,6488,0,16749,0,20,-703,-1120,-4,497,-451,-531,-544,-11,-381,-793
2024-01-10,13,29628,34887,27102,1667,6488,0,16746,0,15,1828,-2050,-4,355,217,172,-569,-989,-545,-487
2024-01-10,14,32123,37219,29412,1648,6488,0,16746,0,12,1919,-2051,-4,398,346,301,-549,-910,-516,-454
2024-01-10,15,34757,38740,31714,1627,6488,0,16746,0,85,2001,-2054,-4,575,293,208,-172,-524,-514,-30
2024-01-10,16,36331,40071,33089,1606,6488,0,16746,0,11,2027,-2012,-4,582,154,101,-158,-446,-509,0
2024-01-10,17,38018,40275,34675,1589,6488,9,16746,0,11,1764,-883,-4,934,21,3,-330,-69,-360,0
2024-01-10,18,38559,40630,35066,1571,6488,324,16746,0,8,1581,-789,-4,976,0,0,-315,8,-344,-11
2024-01-10,19,39398,41139,35891,1595,6488,1226,16746,0,5,1388,-581,-4,868,-68,-64,534,385,-80,-339
2024-01-10,20,39459,41337,35894,1618,6488,2225,16746,0,7,1091,-556,-4,866,-219,-69,586,419,-59,-364
2024-01-10,21,39052,40910,35521,1670,6488,3148,16746,0,8,1012,-323,-4,975,-370,-35,649,267,54,-518
